QB,RB,RB,WR,WR,WR,TE,WR,DST
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Amari Cooper","Demaryius Thomas","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Demaryius Thomas","Golden Tate","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Jarvis Landry","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Dez Bryant","Jeremy Maclin","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Jordan Matthews","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Benny Cunningham","A.J. Green","Amari Cooper","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Benny Cunningham","A.J. Green","Calvin Johnson","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Benny Cunningham","A.J. Green","Calvin Johnson","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","DeVante Parker","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","DeVante Parker","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Benny Cunningham","A.J. Green","Golden Tate","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Benny Cunningham","A.J. Green","Jeremy Maclin","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Dez Bryant","Keenan Allen","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Jeremy Maclin","Keenan Allen","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Benny Cunningham","A.J. Green","Julio Jones","Keenan Allen","Martellus Bennett","Larry Fitzgerald","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Amari Cooper","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Benny Cunningham","A.J. Green","Demaryius Thomas","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Golden Tate","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Jeremy Maclin","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Julio Jones","Keenan Allen","Martellus Bennett","Leonard Hankerson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Amari Cooper","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Golden Tate","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Benny Cunningham","A.J. Green","Amari Cooper","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Benny Cunningham","A.J. Green","Golden Tate","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","John Brown","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Julio Jones","Kamar Aiken","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Amari Cooper","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Amari Cooper","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Benny Cunningham","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Benny Cunningham","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Benny Cunningham","A.J. Green","Demaryius Thomas","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Benny Cunningham","A.J. Green","Demaryius Thomas","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Jeremy Maclin","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","John Brown","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Julio Jones","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Benny Cunningham","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Benny Cunningham","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Allen Robinson","Demaryius Thomas","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Amari Cooper","Demaryius Thomas","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Doug Martin","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Benny Cunningham","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Benny Cunningham","A.J. Green","Demaryius Thomas","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Dez Bryant","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Benny Cunningham","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Benny Cunningham","A.J. Green","Demaryius Thomas","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Benny Cunningham","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Benny Cunningham","A.J. Green","Amari Cooper","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Benny Cunningham","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
